dt,base_sku_id,buy_uv,view_uv
20250910,SKU843,985,47677
20250923,SKU2912,657,47677
20251008,SKU1896,328,47677
20251026,SKU3599,821,47677
20251114,SKU1152,1314,47677
20250917,SKU2095,1396,47677
20251110,SKU1734,985,47677
20250914,SKU3683,328,47677
20251020,SKU1471,739,47677
20251024,SKU506,328,47677
20250911,SKU1924,328,47677
20251009,SKU1481,1642,47677
20251025,SKU457,985,47677
20250905,SKU194,164,47677
20251030,SKU304,739,47677
20250927,SKU1031,1396,47677
20251102,SKU2108,410,47677
20250908,SKU2550,821,47677
20250910,SKU1845,493,47677
20251117,SKU1506,739,47677
20251010,SKU1402,410,47677
20250901,SKU2095,1232,47677
20251013,SKU188,2956,47677
20250915,SKU625,1642,47677
20250925,SKU1172,1888,47677
20250930,SKU518,1970,47677
20251018,SKU1463,2135,47677
20251115,SKU1997,575,47677
20251022,SKU1230,1560,47677
20251129,SKU3243,575,47677
20251011,SKU443,2135,47677
20251113,SKU911,1067,47677
20251016,SKU365,2463,47677
20251124,SKU1637,410,47677
20251025,SKU1235,1560,47677
20251110,SKU878,1149,47677
20251115,SKU1152,1396,47677
20251113,SKU3696,328,47677
20250923,SKU331,2299,47677
20251111,SKU3014,328,47677
20250917,SKU859,2627,47677
20251120,SKU2215,575,47677
20250916,SKU1271,657,47677
20250930,SKU1146,410,47677
20251029,SKU2222,575,47677
20250902,SKU336,2052,47677
20251025,SKU1929,493,47677
20251101,SKU2118,493,47677
20251102,SKU312,739,47613
20251109,SKU1959,821,47613
20250914,SKU2250,493,47613
20250929,SKU984,2217,47613
20251006,SKU2520,985,47613
20251011,SKU404,657,47613
20250911,SKU272,821,47613
20251121,SKU2380,1149,47613
20250922,SKU450,1970,47613
20250924,SKU547,1067,47613
20251018,SKU562,1149,47613
20251106,SKU1557,246,47613
20250903,SKU1497,1149,47613
20251128,SKU1629,410,47613
20251024,SKU2377,985,47613
20251009,SKU1302,1067,47613
20251119,SKU2426,657,47613
20251020,SKU708,739,47613
20250925,SKU1542,1396,47613
20250924,SKU2222,410,47613
20251123,SKU2513,410,47613
20251014,SKU379,1478,47613
20251114,SKU1069,1478,47613
20251103,SKU2402,575,47613
20251101,SKU2121,410,47613
20251104,SKU1279,657,47613
20251018,SKU1210,575,47613
20251121,SKU1015,1560,47613
20251002,SKU656,1314,47613
20250909,SKU2858,410,47613
20251118,SKU1645,657,47613
20251016,SKU2609,1478,47613
20251106,SKU665,493,47613
20251017,SKU815,1232,47613
20251020,SKU1253,1642,47613
20251125,SKU502,903,47613
20251029,SKU2625,657,47613
20251117,SKU1784,2135,47613
20250919,SKU2245,657,47613
20251029,SKU1303,903,47613
20251119,SKU3426,657,47613
20250907,SKU3910,493,47613
20251103,SKU1914,739,47613
20251012,SKU684,1232,47613
20251120,SKU1660,821,47613
20251023,SKU890,1724,47613
20251006,SKU2318,1396,47613
20250930,SKU1623,1232,47613
20251008,SKU1045,3202,47613
20251030,SKU191,1232,47613
20250908,SKU542,1314,47613
20251122,SKU3516,739,47613
20251104,SKU539,493,47613
20251027,SKU2386,739,47550
20251012,SKU662,3530,47550
20251125,SKU422,821,47550
20251130,SKU1481,903,47550
20251112,SKU4023,246,47550
20251007,SKU4259,164,47550
20251122,SKU991,657,47550
20250926,SKU2267,410,47550
20251011,SKU768,575,47550
20251114,SKU1955,575,47550
20251025,SKU2465,410,47550
20250902,SKU949,2463,47550
20251130,SKU1797,821,47550
20250901,SKU3473,493,47550
20251009,SKU547,1888,47550
20251030,SKU1832,1314,47550
20251130,SKU2737,1314,47550
20250915,SKU1230,1478,47550
20250921,SKU1219,493,47550
20250920,SKU376,2135,47550
20251102,SKU2853,328,47550
20250919,SKU2473,1149,47550
20250901,SKU64,2135,47550
20250906,SKU1445,739,47550
20250913,SKU1264,821,47550
20251125,SKU1300,739,47550
20250929,SKU1715,1888,47550
20251115,SKU1843,1560,47550
20251001,SKU2382,821,47550
20251024,SKU2848,1232,47550
20250914,SKU1865,575,47550
20250928,SKU843,657,47550
20250903,SKU1596,821,47550
20250902,SKU2006,657,47550
20251007,SKU740,1478,47550
20251003,SKU3154,821,47550
20251107,SKU1553,657,47550
20251101,SKU2307,328,47550
20251106,SKU2327,410,47550
20251120,SKU1060,657,47550
20251122,SKU44,1560,47550
20251126,SKU170,2135,47550
20251025,SKU2219,657,47550
20250926,SKU7,1396,47550
20251008,SKU2086,1067,47550
20251018,SKU1894,575,47550
20250906,SKU3412,1478,47550
20250920,SKU1722,903,47550
20250905,SKU159,739,47550
20250912,SKU984,2381,47550
20250921,SKU195,1478,47550
20250928,SKU454,3284,47550
20251104,SKU613,1232,47550
20251123,SKU2588,657,47487
20250929,SKU222,1970,47487
20251003,SKU1863,1149,47487
20250927,SKU797,1642,47487
20251123,SKU294,657,47487
20250916,SKU548,903,47487
20251115,SKU249,985,47487
20250916,SKU630,1314,47487
20251129,SKU2875,410,47487
20251108,SKU2489,1067,47487
20251108,SKU2047,493,47487
20251005,SKU1031,821,47487
20251102,SKU328,1642,47487
20250910,SKU3590,985,47487
20251001,SKU2713,1232,47487
20251105,SKU2735,1560,47487
20251031,SKU1502,1149,47487
20251101,SKU1026,575,47487
20251128,SKU1922,821,47487
20251123,SKU1880,1314,47487
20251106,SKU1663,1149,47487
20251017,SKU173,2463,47487
20250910,SKU1346,1642,47487
20250927,SKU2148,493,47487
20251120,SKU936,657,47487
20251120,SKU665,985,47487
20251102,SKU889,493,47487
20250910,SKU1045,2545,47487
20250908,SKU2002,657,47487
20251001,SKU2308,328,47487
20251123,SKU1341,657,47487
20251127,SKU3701,657,47487
20250921,SKU4078,1232,47487
20251125,SKU1293,1560,47487
20250914,SKU1598,1232,47487
20250911,SKU439,3612,47487
20251017,SKU1390,985,47487
20251119,SKU2539,821,47487
20251127,SKU734,2135,47487
20250922,SKU2063,739,47487
20251111,SKU1294,575,47487
20251124,SKU3497,575,47487
20251107,SKU991,575,47487
20251111,SKU1139,1232,47487
20251029,SKU1461,657,47487
20251106,SKU3270,1560,47487
20250921,SKU1023,2627,47487
20250908,SKU1222,2135,47487
20250909,SKU2273,657,47487
20251003,SKU3587,1149,47487
20251129,SKU3472,246,47487
20251124,SKU859,739,47487
20251016,SKU1584,1888,47487
20251118,SKU1838,1396,47487
20251018,SKU464,1149,47487
20251016,SKU1971,1314,47487
20251025,SKU3783,903,47487
20251004,SKU72,1724,47423
20251001,SKU1045,3777,47423
20251023,SKU2533,246,47423
20251125,SKU1372,493,47423
20251027,SKU627,1478,47423
20251026,SKU1635,410,47423
20251029,SKU504,3694,47423
20251013,SKU365,1970,47423
20251016,SKU433,1888,47423
20250922,SKU195,1970,47423
20251024,SKU466,657,47423
20251019,SKU1263,1067,47423
20251021,SKU740,1478,47423
20251024,SKU2011,985,47423
20251104,SKU2830,657,47423
20250929,SKU197,1642,47423
20250927,SKU2353,3120,47423
20251121,SKU170,2381,47423
20251006,SKU3193,739,47423
20251112,SKU1087,493,47423
20251004,SKU1833,1396,47423
20250915,SKU808,821,47423
20250910,SKU486,657,47423
20250902,SKU688,2545,47423
20251022,SKU936,575,47423
20251017,SKU1297,1314,47423
20251013,SKU2335,1149,47423
20250925,SKU600,2299,47423
20250906,SKU1250,2217,47423
20251112,SKU1161,985,47423
20250929,SKU43,1314,47423
20250905,SKU1066,1232,47423
20250910,SKU1230,1806,47423
20250904,SKU1770,410,47423
20251103,SKU768,739,47423
20251125,SKU2873,246,47423
20251031,SKU1922,657,47423
20251004,SKU3426,328,47423
20250907,SKU2075,1478,47423
20251105,SKU1341,410,47423
20251116,SKU884,575,47423
20251116,SKU1868,575,47423
20251120,SKU619,739,47423
20250924,SKU688,2299,47423
20251110,SKU875,1724,47423
20251101,SKU2006,739,47423
20251013,SKU853,1396,47423
20251025,SKU876,1396,47423
20251111,SKU2166,1724,47423
20251027,SKU1140,903,47360
20250914,SKU1542,1478,47360
20251014,SKU1502,1314,47360
20251126,SKU2489,985,47360
20251007,SKU100,493,47360
20251027,SKU1715,903,47360
20251130,SKU1880,821,47360
20251125,SKU43,1149,47360
20251119,SKU2219,410,47360
20251025,SKU512,410,47360
20250927,SKU125,903,47360
20250929,SKU1538,1396,47360
20251017,SKU409,903,47360
20251126,SKU1865,821,47360
20250901,SKU2891,493,47360
20251106,SKU2103,739,47360
20251108,SKU3515,575,47360
20251130,SKU875,1149,47360
20251117,SKU2710,657,47360
20251113,SKU2550,739,47360
20251103,SKU1608,1149,47360
20251124,SKU1753,739,47360
20250925,SKU501,2135,47360
20251026,SKU875,903,47360
20251101,SKU586,410,47360
20251018,SKU456,1970,47360
20251023,SKU2921,493,47360
20250903,SKU687,2545,47360
20251022,SKU1050,821,47360
20250909,SKU1015,1149,47360
20250921,SKU753,903,47360
20250917,SKU501,2463,47360
20250901,SKU548,1560,47360
20251103,SKU2963,739,47360
20251123,SKU1680,657,47360
20251110,SKU361,2874,47360
20250925,SKU1839,1149,47360
20251019,SKU1390,985,47360
20250924,SKU318,1149,47360
20250909,SKU2353,2545,47360
20250918,SKU1954,493,47360
20251028,SKU3473,328,47360
20251113,SKU994,657,47360
20251104,SKU1514,821,47360
20251023,SKU1737,1067,47360
20251126,SKU458,985,47360
20250907,SKU1286,410,47360
20251010,SKU1623,1149,47360
20251107,SKU1769,575,47360
20251009,SKU196,739,47360
20251008,SKU1481,1806,47360
20251113,SKU875,985,47360
20251117,SKU2571,739,47296
20251114,SKU1188,1724,47296
20250926,SKU72,1396,47296
20251116,SKU688,3038,47296
20251117,SKU2330,1067,47296
20250929,SKU798,1396,47296
20250905,SKU2021,575,47296
20250918,SKU4399,1478,47296
20251124,SKU784,1149,47296
20250906,SKU1992,903,47296
20251106,SKU400,739,47296
20251015,SKU4090,410,47296
20251003,SKU1066,1396,47296
20250912,SKU1845,493,47296
20251102,SKU824,246,47296
20250916,SKU319,1149,47296
20251028,SKU942,821,47296
20251022,SKU1015,1314,47296
20251024,SKU676,493,47296
20251106,SKU2278,410,47296
20251015,SKU788,1560,47296
20251026,SKU1232,985,47296
20251119,SKU509,1232,47296
20251124,SKU2769,903,47296
20251003,SKU1037,1560,47296
20251113,SKU2429,739,47296
20250921,SKU1917,410,47296
20251014,SKU693,821,47296
20251015,SKU3490,821,47296
20250916,SKU563,1478,47296
20251012,SKU3053,903,47296
20251129,SKU2435,493,47296
20251110,SKU2523,1067,47296
20250924,SKU967,2052,47296
20251014,SKU2380,1970,47296
20251029,SKU197,1724,47296
20251115,SKU1297,1067,47296
20250926,SKU2027,903,47296
20251110,SKU2178,410,47296
20251006,SKU562,1149,47296
20250903,SKU104,575,47296
20250925,SKU2087,1806,47296
20250929,SKU1806,410,47296
20251002,SKU1211,1724,47296
20251104,SKU3270,1478,47296
20251003,SKU1357,1232,47296
20251126,SKU3457,575,47296
20250909,SKU1135,1396,47296
20250904,SKU2092,903,47296
20251115,SKU1292,821,47296
20251001,SKU1683,739,47296
20251118,SKU3127,410,47296
20251006,SKU878,657,47296
20251011,SKU2570,410,47296
20251001,SKU1060,1396,47296
20251102,SKU1139,985,47296
20250924,SKU725,985,47296
20251026,SKU2590,164,47296
20251113,SKU2455,493,47296
20251113,SKU3407,739,47296
20251005,SKU826,985,47296
20250912,SKU1107,575,47296
20251030,SKU980,1314,47296
20250908,SKU1453,821,47296
20250914,SKU2002,493,47296
20251114,SKU875,1232,47233
20251014,SKU44,2052,47233
20250929,SKU1502,1314,47233
20251031,SKU874,985,47233
20251115,SKU1750,739,47233
20250928,SKU210,1888,47233
20250914,SKU205,1478,47233
20251129,SKU878,575,47233
20251004,SKU337,821,47233
20250903,SKU312,575,47233
20251129,SKU3208,985,47233
20251027,SKU2433,246,47233
20251025,SKU3232,1067,47233
20250921,SKU1349,1970,47233
20251104,SKU484,1970,47233
20250913,SKU1841,657,47233
20251117,SKU2555,903,47233
20250929,SKU136,985,47233
20251022,SKU2092,1149,47233
20251101,SKU3875,164,47233
20251130,SKU2178,739,47233
20250915,SKU600,1724,47233
20251118,SKU2343,903,47233
20250929,SKU1803,410,47233
20250906,SKU2878,821,47233
20251011,SKU1023,2052,47233
20251103,SKU2579,493,47233
20250922,SKU2449,246,47233
20251006,SKU2406,1314,47233
20251103,SKU1527,1149,47233
20251011,SKU2255,3120,47233
20251118,SKU1814,739,47233
20251119,SKU2489,985,47233
20251018,SKU1480,1560,47233
20251014,SKU1483,1149,47233
20251106,SKU1071,657,47233
20251126,SKU2594,493,47233
20251004,SKU4259,246,47233
20250903,SKU969,657,47233
20251125,SKU3075,575,47233
20250924,SKU1807,493,47233
20251031,SKU2119,821,47233
20251014,SKU2434,1149,47233
20251128,SKU1541,410,47233
20251130,SKU363,328,47233
20251118,SKU3227,410,47170
20251102,SKU2859,821,47170
20251106,SKU2523,821,47170
20251114,SKU3167,657,47170
20251130,SKU850,2052,47170
20251128,SKU1049,410,47170
20251009,SKU1190,1067,47170
20251006,SKU420,903,47170
20251008,SKU179,1314,47170
20251126,SKU692,328,47170
20251015,SKU185,2299,47170
20251020,SKU1683,985,47170
20251005,SKU319,739,47170
20250926,SKU3921,1232,47170
20250930,SKU2027,1067,47170
20250909,SKU831,821,47170
20251105,SKU2377,1149,47170
20250922,SKU981,493,47170
20251101,SKU1530,493,47170
20250911,SKU1602,985,47170
20250905,SKU1293,1478,47170
20251018,SKU2199,657,47170
20251102,SKU297,821,47170
20251011,SKU1523,1724,47170
20251115,SKU2026,821,47170
20251022,SKU1539,1396,47170
20251110,SKU1608,1067,47170
20251101,SKU3320,657,47170
20251114,SKU1417,1149,47170
20250924,SKU563,1560,47170
20251013,SKU2804,1067,47170
20251029,SKU2461,410,47170
20251106,SKU2963,493,47170
20250929,SKU454,2627,47170
20251103,SKU2385,575,47170
20251014,SKU907,3284,47170
20250906,SKU2963,1067,47170
20251122,SKU1732,493,47170
20251129,SKU3159,493,47170
20250918,SKU2137,493,47170
20250909,SKU2951,1149,47170
20251018,SKU1833,1560,47170
20251130,SKU383,493,47170
20250929,SKU810,1478,47170
20251127,SKU3057,575,47170
20250930,SKU2215,821,47170
20250929,SKU1517,903,47170
20251010,SKU3407,985,47170
20250927,SKU2259,985,47170
20251102,SKU348,903,47170
20251126,SKU422,657,47170
20251107,SKU2139,493,47170
20251116,SKU2699,575,47170
20250920,SKU2115,1314,47106
20251018,SKU584,2217,47106
20251113,SKU3243,657,47106
20251122,SKU2748,903,47106
20251002,SKU984,2463,47106
20251022,SKU581,903,47106
20250921,SKU2204,657,47106
20250910,SKU1784,2135,47106
20250929,SKU380,1067,47106
20250910,SKU386,739,47106
20251102,SKU1113,410,47106
20251001,SKU195,1888,47106
20251107,SKU230,739,47106
20251030,SKU2366,821,47106
20250902,SKU810,2381,47106
20251013,SKU3144,657,47106
20250922,SKU2406,1478,47106
20251116,SKU2154,657,47106
20251130,SKU2678,328,47106
20251015,SKU27,1642,47106
20251018,SKU1293,1642,47106
20251024,SKU3052,493,47106
20250910,SKU1030,328,47106
20251026,SKU3057,575,47106
20251014,SKU1541,164,47106
20250930,SKU3559,493,47106
20251103,SKU1493,657,47106
20251128,SKU990,575,47106
20251124,SKU1629,575,47106
20250922,SKU1302,1149,47106
20250908,SKU571,1806,47106
20251017,SKU1083,821,47106
20250917,SKU276,1478,47106
20251013,SKU1230,1149,47106
20250924,SKU352,985,47043
20251004,SKU1066,657,47043
20251016,SKU112,1642,47043
20251011,SKU3312,985,47043
20251119,SKU1535,1314,47043
20251108,SKU2571,821,47043
20251021,SKU788,1232,47043
20251106,SKU2388,328,47043
20250920,SKU2505,575,47043
20251124,SKU2581,657,47043
20251114,SKU563,903,47043
20251108,SKU421,1478,47043
20251019,SKU573,410,47043
20251107,SKU1249,1642,47043
20250914,SKU2811,903,47043
20250924,SKU365,1970,47043
20250924,SKU205,2135,47043
20251126,SKU3583,410,47043
20251123,SKU1279,493,47043
20251006,SKU1451,821,47043
20251027,SKU1696,1067,47043
20251014,SKU1366,1970,47043
20250926,SKU562,1149,47043
20250907,SKU2297,985,47043
20251010,SKU907,3284,47043
20251125,SKU3270,1396,47043
20251027,SKU1952,575,47043
20251121,SKU345,1067,47043
20251116,SKU2353,2545,47043
20251021,SKU1021,1232,47043
20250915,SKU258,985,47043
20251105,SKU2182,739,47043
20251020,SKU1523,2545,47043
20251104,SKU3584,903,47043
20251121,SKU1639,1067,47043
20251025,SKU2314,903,47043
20251108,SKU1303,821,47043
20251015,SKU1045,3366,47043
20251008,SKU815,985,47043
20251025,SKU2736,1396,47043
20250928,SKU248,1478,47043
20251021,SKU501,1642,47043
20251109,SKU1389,985,47043
20250901,SKU1542,1396,47043
20250922,SKU1419,1970,47043
20251128,SKU1856,903,47043
20251103,SKU2571,903,47043
20251114,SKU2794,493,47043
20250915,SKU2204,575,47043
20250922,SKU2353,3284,46979
20251102,SKU1916,493,46979
20251120,SKU3072,410,46979
20250926,SKU3144,493,46979
20251017,SKU1132,739,46979
20250930,SKU1715,1149,46979
20250912,SKU2409,821,46979
20250923,SKU2087,3366,46979
20250920,SKU122,2545,46979
20251130,SKU2898,575,46979
20251023,SKU42,821,46979
20251105,SKU932,657,46979
20251014,SKU1437,1067,46979
20250914,SKU365,1642,46979
20251016,SKU2234,657,46979
20251031,SKU484,1970,46979
20251001,SKU873,2217,46979
20250924,SKU2490,575,46979
20251121,SKU1771,739,46979
20251115,SKU2330,1314,46979
20251124,SKU458,821,46979
20251127,SKU2766,575,46979
20251014,SKU1119,164,46979
20251028,SKU2240,575,46979
20251008,SKU708,821,46979
20251003,SKU957,493,46979
20251120,SKU2769,821,46979
20251015,SKU365,1724,46979
20250923,SKU386,739,46979
20250913,SKU857,575,46979
20251125,SKU2458,1806,46979
20251001,SKU71,1314,46979
20251021,SKU457,903,46979
20250908,SKU324,2956,46979
20250903,SKU19,821,46979
20251102,SKU3971,328,46979
20250914,SKU630,1067,46979
20251110,SKU3628,739,46979
20251003,SKU264,1232,46979
20251018,SKU571,3366,46979
20250901,SKU949,2545,46979
20251108,SKU850,1724,46979
20250915,SKU1771,1314,46916
20250919,SKU159,1806,46916
20251026,SKU1625,164,46916
20251111,SKU1380,575,46916
20251021,SKU625,1888,46916
20251011,SKU3222,739,46916
20251110,SKU1581,1149,46916
20251017,SKU2066,1642,46916
20251027,SKU361,1970,46916
20251028,SKU2410,1232,46916
20251013,SKU625,1724,46916
20250904,SKU2920,328,46916
20250905,SKU1894,328,46916
20251021,SKU2811,1149,46916
20250908,SKU2934,493,46916
20251028,SKU562,657,46916
20250911,SKU2273,493,46916
20251118,SKU1535,985,46916
20251011,SKU2924,493,46916
20251117,SKU1535,1314,46916
20251122,SKU1305,1232,46916
20251120,SKU1506,985,46916
20250913,SKU2965,1232,46916
20250921,SKU1182,657,46916
20250925,SKU2148,739,46916
20251029,SKU2647,575,46916
20251007,SKU563,1232,46916
20251009,SKU112,1232,46916
20251124,SKU745,493,46916
20251122,SKU1087,410,46916
20251031,SKU2489,657,46916
20251019,SKU365,1806,46916
20251006,SKU466,657,46916
20251109,SKU1565,2299,46916
20250906,SKU869,739,46916
20251028,SKU1293,1642,46916
20251125,SKU3317,821,46916
20251117,SKU2964,493,46916
20251107,SKU1875,821,46916
20251119,SKU1852,1642,46916
20251024,SKU1335,575,46916
20251009,SKU662,1642,46916
20251119,SKU1882,903,46916
20250914,SKU1372,1642,46916
20250913,SKU3472,903,46916
20251119,SKU2818,410,46916
20250924,SKU625,1642,46916
20251025,SKU2047,328,46916
20251105,SKU1061,739,46916
20251014,SKU662,2463,46916
20250911,SKU687,2217,46916
20251008,SKU1573,493,46916
20250911,SKU2587,493,46916
20251109,SKU2415,739,46916
20250909,SKU2900,1067,46916
20251117,SKU2691,493,46916
20250930,SKU1190,1642,46916
20251021,SKU763,1724,46916
20251005,SKU179,1067,46916
20250926,SKU1056,1642,46853
20250923,SKU2456,575,46853
20251118,SKU1299,985,46853
20251118,SKU1190,1888,46853
20251019,SKU1023,2874,46853
20251015,SKU264,1560,46853
20250908,SKU1391,903,46853
20250928,SKU1509,1067,46853
20250902,SKU272,903,46853
20251018,SKU2400,739,46853
20251117,SKU3806,410,46853
20251101,SKU2578,246,46853
20250911,SKU1495,1232,46853
20250917,SKU788,1806,46853
20250928,SKU2525,903,46853
20251117,SKU2456,328,46853
20251113,SKU457,1149,46853
20251101,SKU3460,246,46853
20250907,SKU2629,328,46853
20251005,SKU2288,903,46853
20250908,SKU600,1560,46853
20250929,SKU3167,1149,46853
20251105,SKU2568,328,46853
20250920,SKU3747,575,46853
20250916,SKU3755,657,46853
20250926,SKU406,1724,46853
20251114,SKU2032,1067,46853
20250915,SKU1539,1806,46853
20251022,SKU1725,410,46853
20251118,SKU2063,739,46853
20250928,SKU821,1478,46853
20251014,SKU1045,3859,46853
20251015,SKU2002,1067,46853
20250925,SKU2153,1149,46853
20251101,SKU2695,493,46853
20250901,SKU563,1067,46853
20251111,SKU484,2217,46853
20251101,SKU2296,1149,46853
20251115,SKU1295,1232,46853
20250910,SKU315,739,46853
20251104,SKU44,1724,46853
20251025,SKU2229,493,46853
20251120,SKU3459,328,46853
20250913,SKU654,2052,46853
20251027,SKU197,1478,46853
20251022,SKU3005,493,46853
20250907,SKU176,985,46853
20251130,SKU215,821,46853
20251011,SKU577,1067,46853
20250924,SKU508,1478,46853
20250920,SKU1563,1642,46853
20251112,SKU1295,493,46853
20251010,SKU815,1314,46789
20251111,SKU1602,739,46789
20250930,SKU781,1314,46789
20251114,SKU1997,493,46789
20251128,SKU2878,164,46789
20250911,SKU394,1560,46789
20251126,SKU1032,985,46789
20251012,SKU2564,1314,46789
20251004,SKU5145,328,46789
20251129,SKU2897,246,46789
20251030,SKU2787,164,46789
20251110,SKU1388,410,46789
20251030,SKU1261,328,46789
20250924,SKU739,985,46789
20251119,SKU1715,1149,46789
20251119,SKU260,739,46789
20251103,SKU1603,1806,46789
20251026,SKU170,2381,46789
20251003,SKU3391,657,46789
20250922,SKU2323,821,46789
20251119,SKU2024,1314,46789
20251112,SKU1007,1067,46789
20251024,SKU1156,2052,46789
20251005,SKU2511,657,46789
20250924,SKU2209,1232,46789
20251111,SKU627,1067,46789
20250930,SKU292,1724,46789
20250909,SKU1590,739,46789
20251031,SKU1436,410,46789
20250915,SKU272,1149,46789
20250926,SKU1253,2463,46789
20250923,SKU358,493,46789
20250915,SKU1590,575,46789
20251011,SKU1623,1724,46789
20251014,SKU1383,739,46789
20250916,SKU2196,493,46789
20250911,SKU949,3284,46789
20251107,SKU3875,164,46789
20250929,SKU444,410,46789
20251125,SKU1033,903,46789
20251102,SKU860,903,46789
20251118,SKU1495,1149,46789
20251117,SKU1732,575,46789
20250926,SKU939,1067,46789
20251107,SKU3117,821,46789
20251105,SKU2481,246,46726
20251113,SKU1506,739,46726
20251124,SKU170,2545,46726
20251025,SKU1338,410,46726
20251003,SKU2250,1232,46726
20251021,SKU1539,1396,46726
20251108,SKU1269,657,46726
20251013,SKU455,2217,46726
20251027,SKU1209,1724,46726
20250905,SKU1379,739,46726
20250912,SKU3012,575,46726
20250912,SKU2538,575,46726
20251017,SKU1542,1806,46726
20251120,SKU88,328,46726
20250927,SKU19,246,46726
20251114,SKU1147,1314,46726
20251126,SKU3516,903,46726
20251122,SKU1219,739,46726
20250904,SKU1264,1067,46726
20251019,SKU582,903,46726
20250922,SKU788,1314,46726
20251014,SKU2063,657,46726
20251005,SKU563,1560,46726
20250922,SKU563,1314,46726
20251104,SKU1527,985,46726
20251124,SKU2951,575,46726
20251108,SKU1856,657,46726
20250925,SKU547,1642,46726
20251025,SKU266,739,46726
20250918,SKU865,821,46726
20251118,SKU3460,328,46726
20251010,SKU1868,1314,46726
20250903,SKU2579,410,46726
20250927,SKU2096,246,46726
20251019,SKU2343,1724,46726
20250922,SKU2012,410,46726
20251105,SKU889,575,46726
20251116,SKU3369,657,46726
20250930,SKU1471,821,46726
20250904,SKU788,1067,46726
20251102,SKU2039,739,46726
20250901,SKU154,739,46726
20251119,SKU2236,328,46726
20250922,SKU318,1478,46726
20251117,SKU484,1478,46726
20251106,SKU1209,1232,46726
20251127,SKU1417,1149,46726
20250920,SKU2424,1724,46726
20250919,SKU1874,821,46726
20251103,SKU159,985,46726
20251026,SKU304,575,46662
20250913,SKU965,2299,46662
20251021,SKU1523,1642,46662
20250921,SKU2273,410,46662
20251013,SKU379,1560,46662
20251123,SKU170,2135,46662
20250909,SKU3590,985,46662
20250927,SKU304,1806,46662
20251106,SKU1797,821,46662
20251125,SKU1630,739,46662
20251008,SKU417,1478,46662
20251119,SKU2594,1149,46662
20250905,SKU1092,1888,46662
20251026,SKU484,1806,46662
20250926,SKU1279,985,46662
20251117,SKU1895,410,46662
20250906,SKU665,2791,46662
20251023,SKU2166,493,46662
20250915,SKU821,1396,46662
20251012,SKU360,1232,46662
20251101,SKU250,575,46662
20251030,SKU3233,1067,46662
20251013,SKU1481,2135,46662
20251021,SKU999,903,46662
20250925,SKU324,1806,46662
20250927,SKU1641,1478,46662
20251016,SKU907,3038,46662
20251015,SKU1451,1478,46662
20250927,SKU2087,1560,46662
20251126,SKU929,1478,46662
20251028,SKU2779,821,46662
20251030,SKU2691,328,46662
20251007,SKU2584,739,46662
20251114,SKU2583,1149,46662
20251021,SKU132,410,46662
20250925,SKU1644,903,46662
20251030,SKU2794,410,46662
20251015,SKU3133,575,46662
20250926,SKU2429,985,46662
20251026,SKU1732,410,46662
20251027,SKU3464,739,46662
20251108,SKU3386,410,46662
20251114,SKU1255,739,46662
20251109,SKU1417,739,46662
20251022,SKU271,739,46662
20250918,SKU815,1149,46662
20251117,SKU3428,1232,46662
20251019,SKU127,821,46662
20251025,SKU2458,2217,46662
20251120,SKU1608,1396,46599
20250917,SKU548,985,46599
20250927,SKU2540,1067,46599
20251006,SKU3391,985,46599
20251127,SKU1755,739,46599
20250907,SKU1660,410,46599
20251130,SKU1114,1314,46599
20251016,SKU3133,493,46599
20250930,SKU1587,903,46599
20251123,SKU512,493,46599
20250915,SKU876,1724,46599
20250927,SKU720,575,46599
20251123,SKU1051,328,46599
20251006,SKU2655,575,46599
20251107,SKU504,903,46599
20251031,SKU3559,328,46599
20250911,SKU1473,1067,46599
20251130,SKU562,739,46599
20250925,SKU3419,493,46599
20251020,SKU1060,1067,46599
20251011,SKU1253,1970,46599
20251115,SKU1436,821,46599
20251124,SKU3198,821,46599
20250910,SKU548,739,46599
20251122,SKU1914,1232,46599
20251115,SKU561,1806,46599
20251128,SKU1135,739,46599
20251012,SKU185,2874,46599
20251002,SKU2148,575,46599
20251029,SKU19,1478,46599
20251016,SKU1312,739,46599
20251118,SKU2098,328,46599
20251115,SKU3911,575,46599
20250927,SKU1209,1396,46599
20251129,SKU2955,164,46599
20251113,SKU831,493,46599
20251023,SKU725,657,46599
20250920,SKU2236,903,46599
20251004,SKU2215,1314,46599
20250922,SKU2087,1560,46599
20251111,SKU2435,493,46599
20251126,SKU1480,739,46599
20250929,SKU1621,2381,46599
20250930,SKU1983,493,46599
20251019,SKU1683,821,46599
20250907,SKU625,1478,46536
20251103,SKU422,903,46536
20250905,SKU1056,1888,46536
20251103,SKU2723,493,46536
20250920,SKU1833,2463,46536
20251110,SKU990,821,46536
20250915,SKU159,821,46536
20251006,SKU2156,328,46536
20250904,SKU2297,1642,46536
20251113,SKU2185,575,46536
20251105,SKU3057,903,46536
20251104,SKU3261,246,46536
20250905,SKU19,821,46536
20250906,SKU331,2052,46536
20251018,SKU1852,1888,46536
20251104,SKU2016,657,46536
20251024,SKU1426,410,46536
20251010,SKU1135,1396,46536
20250916,SKU768,575,46536
20251113,SKU1663,739,46536
20251110,SKU2625,493,46536
20251018,SKU885,821,46536
20251115,SKU1996,821,46536
20251020,SKU1415,410,46536
20250918,SKU3893,493,46536
20251116,SKU1209,1806,46536
